,id,Enseignes,Latitude,Longitude,CP,Adresse,Ville,Type
2178,23230001,carrefour,46.19516,2.23891,23230, Avenue du Berry,GOUZON,R
2183,23300005,carrefour,46.234,1.483,23300,Rue François Durand,LA SOUTERRAINE,R
2189,23400001,carrefour,45.96,1.76,23400,Route de Bénévent,BOURGANEUF,R
2191,23600001,carrefour,46.35,2.215,23600,avenue de bourbonnais,BOUSSAC,R
2201,24100007,carrefour,44.84832,0.49248,24100, Boulevard Auguste Comte,BERGERAC,R
2202,24100008,carrefour,44.8533552754,0.513779259572,24100,Route de Sainte Alvère,BERGERAC,R
2220,24130003,carrefour,44.87,0.377,24130,5 Avenue du Commandant Pinson,LA FORCE,R
2221,24130004,carrefour,44.853688478137,0.40039274488292004,24130,le bourg sud,prigonrieux,R
2226,24170002,carrefour,44.81019,0.98906999999998,24170,Lieu-dit Le Bout de la Côte,Siorac-en-Périgord,R
2228,24200001,carrefour,44.92,1.206,24200,Route de Brive,Sarlat-la-Canéda,R
2233,24210002,carrefour,45.142,1.069,24210,28 Avenue de la Libération,Thenon,R
2235,24220002,carrefour,44.8621337672,1.03980008932,24220,VOIE DE LA VALLEE,SAINT-CYPRIEN,R
2236,24230002,carrefour,44.8520145,0.1036584,24230,Zone des Reaux,Vélines,R
2238,24240001,carrefour,44.758,0.41,24240,le bourg,SIGOULèS,R
2239,24240003,carrefour,44.75739933224,0.41106265064555003,24240,18 place de l'ancien temple,Sigoulès-et-Flaugeac,R
2240,24250001,carrefour,44.797,1.204,24250,604 Rue de la République,CéNAC-ET-SAINT-JULIEN,R
2246,24270005,carrefour,45.386213921837,1.13595242501,24270,LA PLANCHE,LANOUAILLE,R
2253,24310002,carrefour,45.381,0.646,24310,Puy Laurent,BRANTôME,R
2254,24310003,carrefour,45.35705,0.652914,24310,Avenue du 8 mai 1945,Brantôme,R
2259,24340002,carrefour,45.447,0.467,24340,Lieu dit chez Noillac,Vieux-Mareuil,R
2268,24410003,carrefour,45.168,0.081,24410,229 les grand champs,saint aulaye puymangou,R
2273,24450001,carrefour,45.539,0.976,24450,Avenue de Périgueux,LA COQUILLE,R
2280,24500002,carrefour,44.674,0.405,24500,plaine de bretou,EYMET,R
2282,24580001,carrefour,45.043,0.981,24580,LES PLATEAUX DE GRAULET,Rouffignac-Saint-Cernin-de-Reilhac,R
2312,25022001,carrefour,47.264,6.067,25220,1 chemin Voie des Agasses,Chalezeule,R
2320,25120001,carrefour,47.253,6.801,25120,place du 8 mai 45,Maîche,R
2352,25320001,carrefour,47.188,5.912,25320,2 RUE DU CENTRE,MONTFERRAND-LE-CHâTEAU,R
2367,25420006,carrefour,47.474537741827,6.7295497381,25420,grande rue,Dampierre-sur-le-Doubs,R
2372,25480001,carrefour,47.284,5.993,25480,6 Rue de Châtillon,ÉCOLE-VALENTIN,R
2382,25530001,carrefour,47.18,6.39,25530,Rue des Fourches,VERCEL-VILLEDIEU-LE-CAMP,R
2442,26200001,carrefour,44.550293935106,4.7750784205627,26200,Route de Dieulefit,MONTéLIMAR,R
2449,26208001,carrefour,44.532,4.748,26200,Route de Marseille,MONTéLIMAR,R
2476,26300013,carrefour,45.007,4.928,26300,rond point du gymnase - quartier les peches,Châteauneuf-sur-Isère,R
2496,26540001,carrefour,45.069,5.051,26540,26 Avenue Dauphiné-Provence,Mours-Saint-Eusèbe,R
2506,26700001,carrefour,44.37701,4.70128,26700,CC LA CROIX D'OR,PIERRELATTE,R
2541,27120001,carrefour,49.015,1.385,27120,113 RUE ISAMBARD,PACY-SUR-EURE,R
2544,27130001,carrefour,48.739,0.942,27130,ZA PONT ROUGE,VERNEUIL-SUR-AVRE,R
2548,27140002,carrefour,49.279,1.787,27140,30 Rue du Bouloir,GISORS,R
2551,27150001,carrefour,49.301,1.619,27150,ZA PORTE ROUGE,Étrépagny,R
2554,27160001,carrefour,48.852,0.92,27160,route de Conches,Breteuil,R
2555,27170002,carrefour,49.02978,0.7429099999999801,27170,Route de Beaumont,Beaumont-le-Roger,R
2559,27200001,carrefour,49.094,1.472,27200,Boulevard Édouard Isambard,VERNON,R
2565,27210008,carrefour,49.346891592656,0.33742412939517,27210,273 RUE ALBERT SOREL,Beuzeville,R
2566,27220001,carrefour,48.911131318699994,1.26506172983,27220,RD 52,SAINT-ANDRé-DE-L'EURE,R
2567,27230004,carrefour,49.141,0.457,27230,16 route de Lieurey,Thiberville,R
2570,27240001,carrefour,48.86599,1.07086,27240,ROUTE DE VERNEUIL,DAMVILLE,R
2574,27260002,carrefour,49.241,0.38,27260,Route de Lisieux,CORMEILLES,R
2582,27310008,carrefour,49.352603499999994,0.8063697999999999,27310,405 RUE DES PORTES,Bourg-Achard,R
2585,27320001,carrefour,48.77,1.202,27320,LA POTINIERE,NONANCOURT,R
2587,27350001,carrefour,49.379,0.732,27350,Rue du Roumois,ROUTOT,R
2592,27380001,carrefour,49.371,1.386,27380,LES PRES DE LA BOUVERIE,Charleval,R
2593,27380002,carrefour,49.361,1.355,27380,rue de Général de Gaulle,FLEURY-SUR-ANDELLE,R
2604,27500001,carrefour,49.3498483373,0.530896138584,27500,Avenue de l'Europe,PONT-AUDEMER,R
2605,27500002,carrefour,49.355,0.5,27500,Rue de l'Étang,PONT-AUDEMER,R
2609,27520001,carrefour,49.291,0.875,27520,300 Chemin Vautier,BOURGTHEROULDE-INFREVILLE,R
2611,27560001,carrefour,49.225,0.497,27560,"210, rue de la Croix Vignon",LIEUREY,R
2618,27700001,carrefour,49.2441711809,1.4081919423,27700,50 Avenue de la République,LES ANDELYS,R
2621,27800001,carrefour,49.199,0.716,27800,Rue des Martyres,BRIONNE,R
2624,27930001,carrefour,48.9570602407,0.9354535676,27190,13 AVENUE JEAN MOULIN,CONCHES-EN-OUCHE,R
2625,27930002,carrefour,49.015,1.174,27930,Route Nationnale 13,GUICHAINVILLE,R
2632,28000001,carrefour,48.451,1.516,28000,AVENUE MARCEL PROUST,CHARTRES,R
2645,28130001,carrefour,48.58726,1.57307,28130,RUE DU MOULIN,PIERRES,R
2648,28150001,carrefour,48.268,1.632,28150,rue Loigny La Bataille,VOVES,R
2655,28170001,carrefour,48.577,1.239,28170,route du mans,THIMERT-GâTELLES,R
2669,28260003,carrefour,48.85967,1.42303,28260,Route d'Anet,Saussay,R
2671,28270002,carrefour,48.690021564300004,1.07867353187,28270,56 Rue de Paris,BREZOLLES,R
2673,28290001,carrefour,48.105,1.119,28290,ROUTE DE BROU,ARROU,R
2684,28320002,carrefour,48.532295395999995,1.68398622791,28320,ROUTE D'EPERNON,GALLARDON,R
2692,28410003,carrefour,48.772678204571996,1.429560410733,28410,4 IMPASSE DES GRAVIERS,ABONDANT,R
2706,28800001,carrefour,48.187,1.391,28800,2 rue denis papin za de la louveterie,BONNEVAL,R
2723,29120005,carrefour,47.842,-4.283,29120,12 RUE LOUIS MEHU,PLOMEUR,R
2730,29140009,carrefour,47.908411231294004,-3.8379493198518,29140,ROUTE DE CADOL,MELGVEN,R
2741,29170005,carrefour,47.895,-4.017,29170,LIEU DIT MANER KER ELO,FOUESNANT,R
2744,29196001,carrefour,47.984,-4.11,29000,Rue du Poher,QUIMPER,R
2748,29200008,carrefour,48.389,-4.528,29200,126 Boulevard de Plymouth,Brest,R
2767,29280001,carrefour,48.372,-4.589,29280,RUE DES MYOSOTIS,Plouzané,R
2769,29290001,carrefour,48.4289,-4.61368,29290,RUE DU PONT DE BOIS,Saint-Renan,R
2771,29290003,carrefour,48.37506,-4.64481,29280,rue du Pont de bois,Locmaria-Plouzané,R
2775,29300004,carrefour,47.88,-3.554,29300,119 Rue du Couëdic,QUIMPERLE,R
2778,29340002,carrefour,47.84604,-3.68699,29340,1 route de quimperle,Riec-sur-Belon,R
2780,29360002,carrefour,47.798,-3.58,29360,RUE DE LORIENT RD 224,Clohars-Carnoët,R
2790,29420003,carrefour,48.578,-4.033,29420,3 Rue des Ajoncs d'Or,Plouvorn,R
2800,29500003,carrefour,47.999,-4.053,29500,LE ROUILLEN - La Salle Verte,Ergué-Gabéric,R
2823,29700001,carrefour,47.936,-4.157,29700,Hent Kergoff,PLOMELIN,R
2829,29730005,carrefour,47.805044361175,-4.2805936428444,29730,1 rue du moulin,le guilvinec,R
2831,29750001,carrefour,47.833,-4.185,29750,Rue du Général de Gaulle,Loctudy,R
2832,29760004,carrefour,47.8146,-4.33281,29760,RUE EDMOND MICHELET PRAT GOUZIEN,Penmarch,R
2836,29780001,carrefour,48.01695,-4.50181,29780,1 rue Brizeux,PLOUHINEC,R
2853,29880005,carrefour,48.60691644999999,-4.5110560012668,29880,Rue d'Armorique,Plouguerneau,R
2861,29950001,carrefour,47.882,-4.112,29950,Domaine de Penfoul Bihan,BENODET,R
2872,30021001,carrefour,43.817,4.392,30021,1755 avenue Pierre MENDES FRANCE,NîMES,R
2893,30127001,carrefour,43.7572408919,4.51195169942,30127,4 avenue des arenes,BELLEGARDE,R
2898,30130003,carrefour,44.247,4.644,30130,1573 Avenue du Général de Gaulle,PONT-SAINT-ESPRIT,R
2912,30160001,carrefour,44.29233,4.0934,30160, Rue du Docteur Paul Vermale,BESSEGES,R
2921,30210001,carrefour,43.939,4.574,30210,Impasse Roussin,REMOULINS,R
2929,30230002,carrefour,43.800404,4.4186247,30230,55 route de nimes,Bouillargues,R
2935,30250003,carrefour,43.791,4.091,30250,Lotissement de la Tuilerie,Villevieille,R
2940,30300003,carrefour,43.817,4.616,30300,Route de Nimes,BEAUCAIRE,R
2952,30330001,carrefour,44.15673,4.62264,30200,AVENUE DE LA MAYRE,BAGNOLS-SUR-CèZE,R
2958,30360002,carrefour,44.045,4.145,30360,372 CHEMIN DE LA ROUVIERETTE,Vézénobres,R
2962,30390002,carrefour,43.896826126273005,4.692677424112,30390,760 AVENUE DU GENERAL DE GAULLE,ARAMON,R
2963,30400001,carrefour,43.979,4.786,30400,Route de Pujaut,VILLENEUVE-LèS-AVIGNON,R
2969,30430002,carrefour,44.305983685312,4.3426901021774,30430,Quartier Reboulasse,Barjac,R
2975,30500002,carrefour,44.255,4.203,30500,Route d'Uzès,Saint-Ambroix,R
2981,30600004,carrefour,43.689586008599996,4.2732579259363,30600,206 avenue de la condamine,vauvert,R
2985,30700001,carrefour,43.99,4.429,30700,PONT DES CHARETTES,UZèS,R
2996,30900002,carrefour,43.81719,4.34044,30900,405 Chemin Bas de Montpellier,NîMES,R
3013,31076001,carrefour,43.609,1.397,31076,36 route de bayonne,TOULOUSE,R
3016,31100004,carrefour,43.558831492299994,1.40298833631,31100,138 bis Route de Seysses,TOULOUSE,R
3022,31120001,carrefour,43.533484665133,1.4004176073702,31120,Boulevard de l'Europe,PORTET-SUR-GARONNE,R
3034,31140004,carrefour,43.707,1.466,31140,"2, rue du 8 mai 1945",PECHBONNIEU,R
3048,31170001,carrefour,43.57552,1.31989,31170,Route de Tarbes,Tournefeuille,R
3054,31190003,carrefour,43.363538424000005,1.4577713618900001,31190,89 Route de Toulouse,AUTERIVE,R
3066,31210004,carrefour,43.088,0.566,31210,avenue du nord,Montréjeau,R
3071,31220002,carrefour,43.208,1.086,31220,Avenue Pasteur,CAZèRES,R
3084,31270003,carrefour,43.525,1.323,31270,CHEMIN MAILHEAUX,FROUZINS,R
3086,31270005,carrefour,43.546,1.353,31270,Rue Henry Gladi,CUGNAUX,R
3099,31310002,carrefour,43.201,1.227,31310,Avenue des Pyrénées,MONTESQUIEU-VOLVESTRE,R
3110,31370001,carrefour,43.414,1.117,31370,Route de Samatan,RIEUMES,R
3113,31390002,carrefour,43.309,1.222,31390,3 avenue Jean Monnet - Lieu-dit Millet,CARBONNE,R
3129,31420003,carrefour,43.21,0.898,31420,Z.A de Coumatou,Aurignac,R
3130,31430002,carrefour,43.288,1.069,31430,2 AVENUE DES PYRENEES,LE FOUSSERET,R
3142,31470006,carrefour,43.54734,1.19208,31470,Lieu dit La Pichette - 1 place Campariol,FONTENILLES,R
3143,31470007,carrefour,43.536,1.231,31470,Allées de Gascogne,Fonsorbes,R
3145,31480002,carrefour,43.73,1.063,31480,LASSOULAN,Cadours,R
3151,31500013,carrefour,43.598,1.486,31500,6 rue claudius Rougenet,Toulouse,R
3158,31560002,carrefour,43.356,1.623,31560,4 AVENUE COCAGNE,Nailloux,R
3185,31673001,carrefour,43.551,1.504,31670,Centre Commercial LABEGE 2,LABèGE,R
3186,31700001,carrefour,43.6728204887,1.28413626363,31700,ROUTE DE TOULOUSE,MONDONVILLE,R
3193,31770001,carrefour,43.613,1.33,31770,Chemin de l'Ormeau,Colomiers,R
3198,31790004,carrefour,43.75354004362,1.4184396506772001,31790,52 ROUTE DE CEPET,Saint-Sauveur,R
3199,31790005,carrefour,43.745915999999994,1.365848,31790,LIEUDIT CABOURDY - RN20,Saint-Jory,R
3209,31820001,carrefour,43.60785,1.28404,31820,CD 65 Route de Toulouse,Pibrac,R
3211,31840001,carrefour,43.68513,1.32722,31840, Route de Seilh,AUSSONNE,R
3214,31860004,carrefour,43.479,1.389,31860,Chemin de la Croisette,PINS-JUSTARET,R
3218,32000001,carrefour,43.631,0.582,32000,ROUTE DE TARBES,Auch,R
3226,32100003,carrefour,43.965,0.367,32100,lieu dit hontaut,Condom,R
3227,32110001,carrefour,43.759,-0.033,32110,AVENUE DE PERIE,NOGARO,R
3231,32130003,carrefour,43.48982650000001,0.9319067,32130,ALLEE JEAN CAHUZAC,Samatan,R
3237,32190001,carrefour,43.755,0.295,32190,ROCADE SUD,VIC-FEZENSAC,R
3240,32200001,carrefour,43.626,0.88,32200,Boulevard du Nord,GIMONT,R
3246,32300002,carrefour,43.515,0.399,32300,Boulevard des Pyrénées,MIRANDE,R
3248,32310004,carrefour,43.869,0.392,32310,"Route D'Auche, Lieu Dit Haut Rege",Valence-sur-Baïse,R
3251,32400001,carrefour,43.656,-0.074,32400,60 Z.A. LA PARADE,RISCLE,R
3254,32500001,carrefour,43.860269167695996,0.6592991017000001,32500,Route de Lectoure,FLEURANCE,R
3262,32600002,carrefour,43.601,1.069,32600,Route de Samatan Lombez,L'ISLE-JOURDAIN,R
3287,33121002,carrefour,45.079,-1.037,33121,Route de Bordeaux,CARCANS,R
3293,33130002,carrefour,44.794,-0.535,33130,RUE DES FRERES LUMIERES,BEGLES,R
3313,33200001,carrefour,44.86,-0.634,33200,493 Avenue du Maréchal de Lattre de Tassigny,BORDEAUX CAUDERAN,R
3331,33240012,carrefour,44.974102327888005,-0.38659220984961,33240,8 lieu dit farideuil,La Lande-de-Fronsac,R
3334,33250003,carrefour,45.195,-0.749,33250,29 Rue du Maquis de Vignes Oudides,Pauillac,R
3348,33306001,carrefour,44.865,-0.52,33310,CENTRE COMMERCIAL LES 4 PAVILLONS,LORMONT,R
3354,33320004,carrefour,44.916,-0.664,33320,Chemin de Gelès,Le Taillan-Médoc,R
3356,33320009,carrefour,44.912,-0.668,33320,1 CHEMIN DE GELES,LE TAILLAN-MEDOC,R
3360,33340004,carrefour,45.312,-0.94,33340,Avenue Pierre Mendès France,Lesparre-Médoc,R
3372,33370016,carrefour,44.832741171131005,-0.40458625713882995,33370,Avenue du Périgord lieu dit Les terres douces,Sallebœuf,R
3389,33420002,carrefour,44.8297056195,-0.190388244327,33420,PEY DU PRAT,GRéZILLAC,R
3401,33450007,carrefour,44.915609,-0.421856,33450,101 avenue de la République,Saint-Loubès,R
3406,33460006,carrefour,45.069,-0.723,33460,ZAC Terre de Pont,Arcins,R
3408,33470002,carrefour,44.638,-1.067,33470,25 Cours de la République,GUJAN-MESTRAS,R
3415,33490004,carrefour,44.574980414883996,-0.25492902257619,33490,2 rue des jésuites,Saint-Maixant,R
3416,33500001,carrefour,44.901,-0.218,33500,ROUTE DE CASTILLON,LIBOURNE,R
3434,33580001,carrefour,44.65,0.088,33580,5 Avenue Jean-Paul Glanet,MONSEGUR,R
3435,33580002,carrefour,44.6499822,0.08761100000000001,33580,"5, AVENUE JEAN PAUL GLANET",Monségur,R
3447,33620003,carrefour,45.107,-0.341,33620,"1, Garosse Nord",Laruscade,R
3449,33640003,carrefour,44.7,-0.464,33640,Route Nationale 113,BEAUTIRAN,R
3455,33670001,carrefour,44.772088427,-0.335077945189,33670,Route de Sauveterre,Créon,R
3457,33680003,carrefour,45.001960010000005,-1.20044403,33680,"4, rue Emile Baudoux",Lacanau-Océan,R
3462,33700001,carrefour,44.83,-0.654,33700,52 avenue de la somme,MERIGNAC,R
3473,33710002,carrefour,45.042,-0.553,33710,Route de Blaye,Bourg,R
3482,33730003,carrefour,44.4812157,-0.3671431,33730,D8  le bourg est,Noaillan,R
3485,33750004,carrefour,44.86,-0.321,33750,5 route de libourne,Saint-Germain-du-Puch,R
3487,33760002,carrefour,44.736,-0.268,33760,Route de Bordeaux,TARGON,R
3488,33770001,carrefour,44.548,-0.877,33770,"2, rue du Martinet",SALLES,R
3489,33780001,carrefour,45.514,-1.113,33780,3 rue Jean Goudineau,Soulac-sur-Mer,R
3502,33930002,carrefour,45.35615,-1.06209,33930,LAYGUE BASSE,VENDAYS-MONTALIVET,R
3504,33950002,carrefour,44.79034,-1.14618,33950,5 Avenue de la Presqu'Île,Lège-Cap-Ferret,R
3505,33980002,carrefour,44.696,-0.979,33980,ROUTE DE BORDEAUX,AUDENGE,R
3506,33990002,carrefour,45.194,-1.051,33990,1bis rue cantelaude,HOURTIN,R
3519,34070003,carrefour,43.589,3.855,34070,1742 Route de Toulouse,MONTPELLIER,R
3541,34140001,carrefour,43.43,3.609,34140,Avenue de Montpellier,MèZE,R
3555,34200002,carrefour,43.40612,3.70318,34200,332 Avenue du Maréchal Juin,Sète,R
3561,34230002,carrefour,43.535,3.453,34230,zae la barthe bp6 la carnuse,paulhan,R
3562,34250002,carrefour,43.535,3.911,34250,LES 4 CANAUX,PALAVAS-LES-FLOTS,R
3582,34340002,carrefour,43.358,3.513,34340,Route de Bessan,Marseillan,R
3586,34370001,carrefour,43.387,3.11,34370,ROUTE DE BEZIERS,CAZOULS-LèS-BéZIERS,R
3596,34410002,carrefour,43.27112,3.2829,34410,Route de Valras,Sérignan,R
3600,34420003,carrefour,43.322,3.291,34420,Ancienne Route de Sérignan,Villeneuve-lès-Béziers,R
3603,34430002,carrefour,43.568,3.85,34430,Route de Sète,SAINT-JEAN-DE-VéDAS,R
3627,34540001,carrefour,43.461,3.691,34540,ROUTE DE SETE,BALARUC-LE-VIEUX,R
3632,34560002,carrefour,43.48327389999999,3.6713791,34560,AVENUE DE SETE,POUSSAN,R
3636,34600001,carrefour,43.60598,3.14947,34600,Route de St Pons,Bédarieux,R
3656,34770005,carrefour,43.497574148983,3.7116784796608,34770,24 avenue de beziers,Gigean,R
3657,34770006,carrefour,43.497566910002,3.7118118154830997,34770,24 avenue de beziers,GIGEAN,R
3667,34920001,carrefour,43.659613186824,3.9361696295143,34920,Route de Jacou,LE CRèS,R
3668,34920002,carrefour,43.639,3.932,34920,Route de Nîmes,Le Crès,R
3669,34973001,carrefour,43.5804556372,3.9306244927600003,34970,ROUTE DE CARNON - CS61015,LATTES,R
3670,34980001,carrefour,43.6443,3.84361,34980,ROUTE DE GANGES,SAINT-CLéMENT-DE-RIVIèRE,R
3685,35113002,carrefour,48.073,-1.396,35113,Rue Saint-Pierre,Domagné,R
3687,35120001,carrefour,48.551,-1.725,35120,P.A. Les Rolandières,DOL-DE-BRETAGNE,R
3691,35131001,carrefour,48.046,-1.711,35131,La Croix aux Potiers,CHARTRES-DE-BRETAGNE,R
3695,35136004,carrefour,48.082,-1.712,35136,14 COURS CAMILLE CLAUDEL,ST JACQUES DE LA LANDE,R
3697,35140001,carrefour,48.259,-1.408,35140,28 RUE DE RENNES,SAINT-AUBIN-DU-CORMIER,R
3707,35200003,carrefour,48.091297777798,-1.6418527606305,35200,Boulevard Paul Hutin Desgrées,RENNES,R
3715,35230007,carrefour,47.995,-1.621,35230,"Rue D'orgeres, Zac De, La Grée",Bourgbarré,R
3725,35300002,carrefour,48.34735,-1.19382,35300,20 Place de l'Europe,Fougères,R
3727,35301001,carrefour,48.34759,-1.18229,35300,39 Boulevard de Groslay,FOUGèRES,R
3729,35310004,carrefour,48.059,-1.873,35310,Lieu-dit Le Pommeret,Bréal-sous-Montfort,R
3745,35400006,carrefour,48.625,-1.994,35400,rue de la Flaudais,SAINT-MALO,R
3756,35440002,carrefour,48.30969,-1.6672,35440,RUE CLOS GERARD,Montreuil-sur-Ille,R
3772,35510001,carrefour,48.112,-1.59,35510,Rue de la Rigourdière,CESSON-SéVIGNé,R
3774,35510006,carrefour,48.122,-1.6,35510,50 rue de belle épine et boulevard des métairies,Cesson-Sévigné,R
3783,35540007,carrefour,48.511608144097,-1.8956312928374999,35540,17 Rue de la Libération,Miniac-Morvan,R
3789,35560003,carrefour,48.457,-1.482,35560,Rue de Fougères,Antrain,R
3796,35590007,carrefour,48.15639,-1.83256,35590, Rue de Saint-Brieuc,SAINT-GILLES,R
3811,35720004,carrefour,48.442,-1.914,35720,60 Rue de la Libération,Saint-Pierre-de-Plesguen,R
3828,35850003,carrefour,48.2211709682,-1.7907539587199999,35850,Rue de Rennes,GéVEZé,R
3829,35890001,carrefour,47.978,-1.716,35890,Rue du Point du Jour,LAILLE,R
3831,36000003,carrefour,46.805,1.674,36000,40 Avenue d'Argenton,CHâTEAUROUX,R
3836,36100001,carrefour,46.9421,1.98786,36100,59 Rue Haute Saint-Paterne,Issoudun,R
3842,36130001,carrefour,46.819,1.746,36130,ZAC DU GRAND DEOLS,Déols,R
3846,36150001,carrefour,47.06879,1.80729,36150,Route de Chateauroux,VATAN,R
3849,36200001,carrefour,46.575,1.535,36200,Route de Gargilesse PAUMULE,LE PêCHEREAU,R
3857,36260002,carrefour,47.082943083663,2.0456366937681,36260,1 Route de Vierzon,Reuilly,R
3868,36500001,carrefour,46.88831,1.43328,36500,route de chateauroux,BUZANçAIS,R
3876,36800001,carrefour,46.639,1.425,36800,rue des Remparts,SAINT-GAULTIER,R
3878,37000007,carrefour,47.38,0.669,37000,300 Rue du Général Renault,Tours,R
3882,37000016,carrefour,47.39377902,0.66974657,37000,13 à 17 rue du 501e régiment,Tours,R
3889,37110002,carrefour,47.598,0.914,37110,rue gambetta,CHâTEAU-RENAULT,R
3893,37130001,carrefour,47.328,0.406,37130,Rue Carnot,LANGEAIS,R
3895,37150002,carrefour,47.328,0.987,37150,25 Rue de Tours,Bléré,R
3903,37190002,carrefour,47.264154177900004,0.47375205481099997,37190,LA LOGE CITE BELLEVUE,AZAY-LE-RIDEAU,R
3933,37320010,carrefour,47.257,0.842,37320,ZA Du Bois Joly RD 82-9000,CORMERY,R
3948,37400008,carrefour,47.411209400000004,0.9829456,37400,44 rue Gregoire de Tours,Amboise,R
3950,37420003,carrefour,47.206,0.185,37420,11 PLACE EMILE ZOLA,AVOINE,R
3966,37700001,carrefour,47.38,0.715,37700,Avenue Jacques DUCLOS,SAINT-PIERRE-DES-CORPS,R
3977,38070001,carrefour,45.638,5.108,38070,Rue des Muguets,SAINT-QUENTIN-FALLAVIER,R
3978,38080003,carrefour,45.61432,5.2251,38080,25 Rue des Sayes,L'ISLE-D'ABEAU,R
3987,38110001,carrefour,45.573,5.472,38110,Avenue de Savoie,SAINT-CLAIR-DE-LA-TOUR,R
3990,38110006,carrefour,45.809174191177,5.4029328171756,38390,151 GRANDE RUE,Montalieu-Vercieu,R
3992,38120001,carrefour,45.24,5.664,38120,1 Rue des Abattoirs,SAINT-ÉGRèVE,R
3995,38140001,carrefour,45.358,5.493,38140,151 RUE DE LA CHARTREUSE,RIVES,R
3999,38150001,carrefour,45.34,4.805,38150,165 RN7,SALAISE-SUR-SANNE,R
4010,38190001,carrefour,45.26645,5.91531,38190,Route départementale 523 Bois de Chalimbeaud,Froges,R
4017,38200017,carrefour,45.538,4.874,38200,19 avenue Berthelot,Vienne,R
4020,38210001,carrefour,45.294,5.509,38210,Route de Saint-Quentin S/ Isère,Tullins,R
4023,38220001,carrefour,45.078,5.773,38220,RN 91,Vizille,R
4026,38230001,carrefour,45.752,5.175,38230,Rue des Aubépines,PONT-DE-CHéRUY,R
4030,38240003,carrefour,45.203,5.762,38240,1 Boulevard des Alpes,MEYLAN,R
4043,38270005,carrefour,45.341,5.048,38270,170 Avenue d'Auenwald,Beaurepaire,R
4049,38300001,carrefour,45.589,5.297,38300,126 chemin de Rosiere (anciennement La Plaine),RUY-MONTCEAU,R
4054,38300020,carrefour,45.584,5.297,38300,3 avenue du rivet,Bourgoin-Jallieu,R
4078,38360001,carrefour,45.218,5.663,38360,Rue du 19 mars 1962,SASSENAGE,R
4090,38430001,carrefour,45.325,5.567,38430,8 rue Carnot,MOIRANS,R
4092,38430003,carrefour,45.348,5.597,38430,Chemin du Monteuil,Saint-Jean-de-Moirans,R
4094,38431001,carrefour,45.159,5.724,38130,VOIE N° 24 VILLENEUVE ECHIROLLES,ÉCHIROLLES,R
4099,38460002,carrefour,45.725,5.248,38460,route de Lyon,CREMIEU,R
4111,38490011,carrefour,45.537,5.577,38490,69 BIS RUE DE LA REPUBLIQUE,LES ABRETS-EN-DAUPHINE,R
4113,38500001,carrefour,45.385,5.578,38500,Z.A DES BLANCHISSERIES,VOIRON,R
4114,38500002,carrefour,45.365,5.584,38500,38 Rue Général Rambeaud,Voiron,R
4138,38580004,carrefour,45.387,6.069,38580,88 Route de Montouvrard,Allevard,R
4143,38620002,carrefour,45.459,5.641,38620,Zi la Thuery,Saint-Geoire-en-Valdaine,R
4147,38640001,carrefour,45.119,5.693,38640,Avenue de la Ridelet,CLAIX,R
4163,38780001,carrefour,45.528,4.915,38780,Rue Joseph Grenouillet,PONT-ÉVêQUE,R
4165,38790003,carrefour,45.597,5.095,38790,2 chemin de grange neuve,diemoz,R
4172,38890001,carrefour,45.64,5.358,38890,130 VOIE DES CONTAMINES,Saint-Chef,R
4173,38890002,carrefour,45.64,5.358,38890,130 VOIE DES CONTAMINES,Saint-Chef,R
4175,38920002,carrefour,45.274,5.886,38920,431 AVENUE AMBROISE-CROIZAT,Crolles,R
4197,39130008,carrefour,46.575,5.751,39130,2 RUE DU PARTERRE,Clairvaux-les-Lacs,R
4216,39220005,carrefour,46.479,6.064,39220,1140 route blanche,Les Rousses,R
4243,39570001,carrefour,46.673,5.58,39570,Route de Champagnole,PERRIGNY,R
4256,40000001,carrefour,43.883,-0.482,40000,19 Boulevard Yves Mainguy,MONT-DE-MARSAN,R
4257,40000002,carrefour,43.902,-0.481,40000,760 Avenue du Maréchal Juin,MONT-DE-MARSAN,R
4262,40100001,carrefour,43.71,-1.041,40100,40 BD DES SPORTS,DAX,R
4269,40120001,carrefour,44.019,-0.313,40120,Route de Pau,SARBAZAN,R
4284,40170004,carrefour,44.067,-1.228,40170,Route des Lacs,SAINT-JULIEN-EN-BORN,R
4288,40190003,carrefour,43.885,-0.307,40190,AVENUE JEAN JAURES,VILLENEUVE-DE-MARSAN,R
4290,40200001,carrefour,44.193,-1.229,40200,3 route de Baleste,MIMIZAN,R
4295,40220001,carrefour,43.524,-1.464,40220,RN 10 56 bd jacques duclos,Tarnos,R
4297,40220006,carrefour,43.526,-1.466,40220,60 Boulevard Jacques Duclos,Tarnos,R
4302,40240005,carrefour,43.976212796201,-0.23985696953505,40240,15 avenue Guillaume de Villaret,Saint-Justin,R
4305,40250001,carrefour,43.746086876999996,-0.758021592231,40250,Route de Monfort,MUGRON,R
4311,40270004,carrefour,43.774,-0.432,40270,2 Avenue de Mont de Marsan,Grenade-sur-l'Adour,R
4318,40300003,carrefour,43.55,-1.123,40300,Route de Bayonne,PEYREHORADE,R
4327,40360003,carrefour,43.6261892,-0.8252505,40360,362 AVENUE DE LA COURSE LANDAISE,Pomarez,R
4328,40370001,carrefour,43.92756,-0.92096,40370,73 rue Frédéric Bastiat,Rion-des-Landes,R
