,id,Enseignes,Latitude,Longitude,CP,Adresse,Ville,Type
6368,60280001,carrefour,49.408,2.781,60280,6 Avenue de l'Europe,VENETTE,R
6379,60320001,carrefour,49.298,2.798,60320,"176, Avenue de la Gare",BéTHISY-SAINT-PIERRE,R
6381,60340001,carrefour,49.208,2.391,60340,ROUTE DE PRECY,VILLERS-SOUS-SAINT-LEU,R
6384,60360001,carrefour,49.604,2.085,60360,Avenue du Général de Gaulle,CRèVECOEUR-LE-GRAND,R
6388,60390001,carrefour,49.368,1.987,60390,450 Rue des Aulnes,AUNEUIL,R
6393,60410003,carrefour,49.30913,2.73049,60410,Rue Juliette Adam,Verberie,R
6394,60420001,carrefour,49.553,2.533,60420,2 rue de la croix de coivrel,Maignelay-Montigny,R
6397,60490001,carrefour,49.551,2.752,60490,69 Rue du Moulin,LA NEUVILLE-SUR-RESSONS,R
6402,60500008,carrefour,49.202,2.463,60500,Allée de l'Europe,Chantilly,R
6406,60530003,carrefour,49.229,2.282,60530,ZI route de Crouy,Neuilly-en-Thelle,R
6407,60540002,carrefour,49.2013605,2.2042972,60540,10 RUE LOUIS DENOUAL,BORNEL,R
6410,60590002,carrefour,49.356,1.77,60590,ZAC LA REMIS DU FRIER,Sérifontaine,R
6418,60650006,carrefour,49.417,1.924,60650,RN31 - LE VIVIER DANGER,ONS EN BRAY,R
6427,60750003,carrefour,49.442233200000004,2.8829544,60750,100 rue de royaumont,Choisy-au-Bac,R
6429,60800003,carrefour,49.227,2.884,60800,BD KENNEDY,CRéPY-EN-VALOIS,R
6435,61000001,carrefour,48.418,0.076,61000,38 Route de Fresnay,SAINT-GERMAIN-DU-CORBéIS,R
6436,61000002,carrefour,48.43815,0.10224,61000,174 avenue Quakenbruck,ALENçON,R
6438,61000006,carrefour,48.435,0.097,61000,1 rue Denis Papin,ALENçON,R
6441,61003001,carrefour,48.433,0.063,61250,Route de bretagne,CONDE SUR SARTHE,R
6442,61100003,carrefour,48.752,-0.575,61100,Le Tremblay,Flers,R
6444,61100007,carrefour,48.766530091899995,-0.7229053563410001,61800,ROUTE DE PARIS,TINCHEBRAY,R
6450,61120002,carrefour,48.935,0.198,61120,BOULEVARD DENTU,VIMOUTIERS,R
6452,61130001,carrefour,48.375,0.542,61130,Rue Guillaume SEZNEC,SAINT-MARTIN-DU-VIEUX-BELLEME,R
6455,61140001,carrefour,48.53,-0.472,61140,ZA Les Fourmis,La Chapelle-d'Andaine,R
6459,61160001,carrefour,48.85412,0.051550000000002004,61160,Avenue de la Cavée d'Auge,Trun,R
6461,61190002,carrefour,48.589,0.653,61190,Rue de frères Juchereau,Tourouvre,R
6464,61200001,carrefour,48.749,-0.027,61200,1 rue de Champagne,ARGENTAN,R
6488,61430002,carrefour,48.806,-0.5,61430,la coquerie,Athis-de-l'Orne,R
6493,61500004,carrefour,48.6,0.171,61500,Rue du général Leclerc,Sées,R
6497,61700003,carrefour,48.585,-0.647,61700,16 Rue du Mont Margantin,Domfront,R
6510,62100011,carrefour,50.94,1.879,62100,2 Route de Saint-Omer,CALAIS,R
6520,62101001,carrefour,50.95,1.893,62100,Avenue Georges Guynemer,CALAIS,R
6525,62116001,carrefour,50.148,2.717,62116,62 RUE DE DIERVILLE,Bucquoy,R
6527,62120001,carrefour,50.63519769999999,2.4106756,62120,Centre commercial du val de Lys,Aire-sur-la-Lys,R
6534,62123003,carrefour,50.242,2.66,62123,Rue Nationale,Beaumetz-lès-Loges,R
6536,62126001,carrefour,50.76535,1.61844,62126,99 Rue Raoul Lebeurre,WIMILLE,R
6538,62128006,carrefour,50.195,2.888,62128,21 Rue du Pont,Croisilles,R
6548,62134001,carrefour,50.447,2.251,62134,73 RUE D.HESDIN,ANVIN,R
6553,62138002,carrefour,50.51,2.784,62138,ZAC DES FLANDRES,AUCHY-LES-MINES,R
6555,62140001,carrefour,50.371,2.027,62140,ROUTE DE MONTREUIL,MARCONNELLE,R
6566,62150002,carrefour,50.454,2.532,62150,68 RUE DE LA GARE,HOUDAIN,R
6567,62152001,carrefour,50.63,1.646,62152,ROUTE DE BOULOGNE,NESLES,R
6570,62156002,carrefour,50.2461085,2.9415206,62156,2 rue de Cherisy,Vis en Artois,R
6571,62160001,carrefour,50.443,2.696,62160,Impasse de l'Épinette,AIX-NOULETTE,R
6572,62160002,carrefour,50.448,2.72,62160,18 rue Casimir Beugnet,BULLY-LES-MINES,R
6575,62161001,carrefour,50.328,2.713,62161,Rue de Neuville,MAROEUIL,R
6577,62170002,carrefour,50.448,1.749,62170,Rue de Paris,CAMPIGNEULLES-LES-PETITES,R
6582,62180004,carrefour,50.401548,1.65032437,62180,LES ALLEES,VERTON,R
6586,62210001,carrefour,50.414,2.835,62210,14 Rue René Lannoy,Avion,R
6588,62215006,carrefour,50.978541402708004,2.0424854466965,62215,PLACE DE GENERAL DE GAULLE,Oye-Plage,R
6589,62217001,carrefour,50.265723865055,2.7985687314237997,62217,rue Bleuets,BEAURAINS,R
6604,62232002,carrefour,50.540552606169,2.6078070661317003,62232,2 RUE DU RENOUVEAU,VENDIN LES BETHUNE,R
6606,62240004,carrefour,50.669,1.824,62240,ROUTE DE BOULOGNE,Desvres,R
6607,62240005,carrefour,50.669,1.838,62240,22 rue du 11 Novembre,DESVRES,R
6608,62250001,carrefour,50.809,1.696,62250,Avenue Ferber,MARQUISE,R
6611,62250009,carrefour,50.84,1.774,62250,RUE JEAN MONNET,Landrethun-le-Nord,R
6614,62260002,carrefour,50.516,2.476,62260,RUE D ALLOUAGNE,AUCHEL,R
6616,62270002,carrefour,50.27748,2.29229,62270,"5,RUE JULES FERRY",FRéVENT,R
6617,62280001,carrefour,50.70586,1.61382,62280, Route de Paris,SAINT-MARTIN-BOULOGNE,R
6618,62280002,carrefour,50.737,1.622,62280,Route de Calais,SAINT-MARTIN-BOULOGNE,R
6629,62310001,carrefour,50.512,2.134,62310,ROUTE DE HESDIN,FRUGES,R
6631,62320001,carrefour,50.393,2.923,62320,ROUTE DE DROCOURT,ROUVROY,R
6632,62330001,carrefour,50.609,2.472,62330,Rue de l'Eglise Berguette,ISBERGUES,R
6634,62340001,carrefour,50.8623270932,1.8845697498999998,62340,ZAE DU MOULIN A HUILE,GUîNES,R
6635,62350002,carrefour,50.62,2.542,62350,Rue de Busnes,Saint-Venant,R
6639,62370001,carrefour,50.874,2.075,62370,1000 AVENUE DES ALLIES,AUDRUICQ,R
6646,62400002,carrefour,50.52533,2.65029,62400,655 Rue de Lille,Béthune,R
6647,62400003,carrefour,50.54721,2.66418,62400,Rue du 11 Novembre,ESSARS,R
6651,62450001,carrefour,50.106,2.843,62450,Avenue des frères Davion,BAPAUME,R
6655,62460002,carrefour,50.469,2.503,62460,16 RUE PIERRE BACHELET,DIVION,R
6660,62500001,carrefour,50.755,2.24,62500,Avenue Joffre,SAINT-MARTIN-AU-LAëRT,R
6663,62510002,carrefour,50.736,2.28,62510,Avenue Georges Brassens,ARQUES,R
6665,62520001,carrefour,50.51152,1.62056,62520, Avenue Georges Besse,LE TOUQUET-PARIS-PLAGE,R
6667,62550002,carrefour,50.485,2.414,62550,245 AVENUE KENNEDY,PERNES,R
6669,62560003,carrefour,50.598,2.096,62560,500 AVENUE ROLAND HUGUET,Fauquembergues,R
6672,62600002,carrefour,50.4050899239,1.59571571173,62600,940 AVENUE DE VERDUN,BERCK,R
6673,62600003,carrefour,50.407,1.571,62600,41 Rue Soubitez,BERCK,R
6676,62610001,carrefour,50.891181979571,1.9710108987238,62610,ZAC DU PONT SANS PAREIL,ARDRES,R
6682,62630003,carrefour,50.5165,1.64375,62630,ROUTE DE BOULOGNE,ÉTAPLES,R
6687,62650002,carrefour,50.568386,1.908013,62650,18 BIS RUE DE LA LONGEVILLE,HUCQUELIERS,R
6688,62660001,carrefour,50.517,2.683,62660,ROUTE DE LILLE,BEUVRY,R
6692,62690001,carrefour,50.35,2.582,62690,50 rue GEORGES LAMIOT,AUBIGNY-EN-ARTOIS,R
6699,62720002,carrefour,50.807,1.73,62720,Rue Roger Salengro,RINXENT,R
6700,62730002,carrefour,50.946,1.952,62730,rue pasteur,MARCK,R
6704,62760001,carrefour,50.158,2.484,62760,Rue de Verdun,PAS-EN-ARTOIS,R
6706,62770001,carrefour,50.401,2.101,62770,RUE WATTINNE BOSSUT,AUCHY-LèS-HESDIN,R
6710,62790001,carrefour,50.437,3.057,62790,AVENUE MITTERRAND,LEFOREST,R
6711,62800001,carrefour,50.422,2.774,62800,2 Rue Marie Liétard,LIévin,R
6713,62810001,carrefour,50.27889,2.53606,62810,1000 avenue Francois Mitterand,AVESNES-LE-COMTE,R
6719,62840004,carrefour,50.653,2.839,62840,7bis rue des Glattignies,Fleurbaix,R
6720,62840005,carrefour,50.65883405,2.7703257631579,62840,1173 RUE DE LA LYS,Sailly-sur-la-Lys,R
6721,62850001,carrefour,50.79,1.951,62850,Rue de Courtebourne,LICQUES,R
6725,62870002,carrefour,50.401,1.88,62870,Rue Daniel Ranger,CAMPAGNE-LèS-HESDIN,R
6728,62901001,carrefour,50.937,1.809,62231,1001 BOULEVARD DU KENT,COQUELLES,R
6729,62910001,carrefour,50.821,2.196,62910,RUE BLEUE MAISON,Éperlecques,R
6732,62940001,carrefour,50.467,2.565,62940,RUE EMILE ZOLA,HAILLICOURT,R
6737,62990001,carrefour,50.425,1.901,62990,rue du 21 mai 1940,BEAURAINVILLE,R
6767,63140002,carrefour,45.91853,3.073,63140,3 Route de Riom,Châtel-Guyon,R
6776,63190001,carrefour,45.82699,3.37353,63190,RUE GEORGES CLEMENCEAU,LEZOUX,R
6779,63200001,carrefour,45.878,3.117,63200,AVENUE DE CLERMONT,MENETROL,R
6782,63200006,carrefour,45.888,3.123,63200,RUE DU CREUX,Riom,R
6786,63210003,carrefour,45.685,2.796,63210,Route d'Herment,Rochefort-Montagne,R
6789,63230002,carrefour,45.827,2.851,63230,18 Avenue de la Gare,Pontgibaud,R
6792,63260003,carrefour,46.010171298393004,3.1971085238038,63260,ZAC De Juilhat,Aigueperse,R
6795,63300001,carrefour,45.839,3.51,63300,rue François Truffaut,Thiers,R
6809,63360001,carrefour,45.81675,3.15286,63360,ALLEE DE FONCHENILLE,Gerzat,R
6815,63390001,carrefour,46.0307872738,2.82101927933,63390,RUE DE L`EGALITE,SAINT-GERVAIS-D'AUVERGNE,R
6828,63490001,carrefour,45.55,3.366,63490,Route d'Issoire,Sauxillanges,R
6829,63490002,carrefour,45.550330010776,3.3669437459243,63490,2 route d'Issoire,Sauxillanges,R
6830,63500002,carrefour,45.552,3.268,63500,RUE JEAN BIGOT,ISSOIRE,R
6838,63600001,carrefour,45.543,3.729,63600,Route du PUY,AMBERT,R
6843,63650001,carrefour,45.868327222146,3.6328076412604,63650,RUE DE CHANTELAUZE,La Monnerie-le-Montel,R
6849,63700004,carrefour,46.16,2.838,63700,Rue Jean Moulin,Saint-Éloy-les-Mines,R
6863,63960005,carrefour,45.671,3.172,63960,16 CHEMIN DU CHARDONNET,Veyre-Monton,R
6872,64100010,carrefour,43.483,-1.488,64100,22 Chemin d'Arancette,Bayonne,R
6882,64120004,carrefour,43.327224350857996,-1.0334585189475,64120,Rue Gambetta,Amendeuix-Oneix,R
6887,64130002,carrefour,43.226,-0.885,64130,"36, Boulevard des Pyrénées",Mauléon-Licharre,R
6898,64150008,carrefour,43.385654130567,-0.61129551817699,64150,CHEMIN DEPARTEMENTAL 533,OS MARSILLON,R
6916,64220004,carrefour,43.165,-1.234,64220,AV DU JAI ALAI,Saint-Jean-Pied-de-Port,R
6917,64230003,carrefour,43.347320772799996,-0.476331886047,64230,3 rue principale,POEY DE LESCAR,R
6920,64230006,carrefour,43.346495316027,-0.47879722090508003,64230,3 RUE PRINCIPALE,POEY-DE-LESCAR,R
6922,64233001,carrefour,43.318,-0.424,64230,route de bayonne,LESCAR,R
6925,64240005,carrefour,43.49396204,-1.29340512,64240,ALLEE DE LA CROIX,URT,R
6928,64250005,carrefour,43.361950140658,-1.4037886367707002,64250,"17, allée Edmond Rostand",Cambo les bains,R
6930,64260002,carrefour,43.109,-0.432,64260,22 rue du Parc National,ARUDY,R
6933,64270002,carrefour,43.47492,-0.91425000000002,64270,Route d'Orthez,Salies-de-Béarn,R
6946,64350002,carrefour,43.45037,-0.10814,64350, Rue des Pelhans,LEMBEYE,R
6948,64370001,carrefour,43.476,-0.613,64370,ZA DE N'HAUX,Arthez-de-Béarn,R
6953,64410001,carrefour,43.536,-0.41,64410,route de Samadet,ARZACQARRAZIGUET,R
6963,64500003,carrefour,43.403,-1.627,64500,"107, Avenue de Jalday",SAINT-JEAN-DE-LUZ,R
6973,64600002,carrefour,43.486,-1.501,64600,Boulevard du B.A.B.,Anglet,R
6986,65000001,carrefour,43.228,0.088,65000,Place Germain Claverie,TARBES,R
6990,65000009,carrefour,43.23426,0.05428,65000, Boulevard Lacaussade,TARBES,R
6992,65100001,carrefour,43.088,-0.044,65100,Rue Lucien Pourxet,LOURDES,R
6997,65110003,carrefour,42.89995,-0.10814,65110,route pierrefitte,Cauterets,R
6998,65120001,carrefour,42.876,-0.006,65120,21 Avenue du Barege,ESQUIèZE-SèRE,R
7001,65140003,carrefour,43.389,0.145,65140,5 rue francis cruzel,Rabastens-de-Bigorre,R
7002,65170002,carrefour,42.828,0.333,65170,ROUTE DE VIELLE AURE,Bourisp,R
7004,65190002,carrefour,43.176,0.24,65190,Avenue de Bagnères,Tournay,R
7006,65200003,carrefour,43.067,0.152,65200,26 Avenue Geruzet,Bagnères-de-Bigorre,R
7011,65240001,carrefour,42.899225885300005,0.353642473678,65240,LIEU DIT PLAS,ARREAU,R
7013,65300002,carrefour,43.098,0.399,65300,CENTRE COMMERCIAL LA RAMONDIA,LANNEMEZAN,R
7018,65370002,carrefour,43.024,0.603,65370,ROUTE NATIONALE,Loures-Barousse,R
7019,65400001,carrefour,43.014,-0.098,65400,Route du stade,ARGELES GAZOST,R
7064,66220001,carrefour,42.809,2.5,66220,Lotissement le Pla,SAINT-PAUL-DE-FENOUILLET,R
7071,66270004,carrefour,42.686090286948,2.8171065594274998,66270,ZA SAINTE EUGENIE,LE SOLER,R
7083,66400006,carrefour,42.49,2.751,66400,place de la resistance,ceret,R
7094,66530001,carrefour,42.777,2.917,66530,Route du Barcares,CLAIRA,R
7099,66650002,carrefour,42.48173,3.12928,66650,RN 114 ZAC DE LA RECTORIE,BANYULS-SUR-MER,R
7106,66740003,carrefour,42.548,2.941,66740,ROUTE D ARGELES,Laroque-des-Albères,R
7109,66962001,carrefour,42.701,2.944,66000,route de canet,PERPIGNAN,R
7148,67160003,carrefour,48.971675,7.9914648,67160,2 BIS RUE DE LA PAIX,Seebach,R
7181,67260008,carrefour,48.93985938,7.085964590000001,67260,4A Rue du Maréchal FOCH,Sarre-Union,R
7182,67260009,carrefour,48.94,7.085,67260,4C rue du Maréchal Foch,Sarre-Union,R
7186,67290002,carrefour,48.92,7.375,67290,Rue Principale,Wingen-sur-Moder,R
7219,67510001,carrefour,49.008,7.789,67510,45 ROUTE DE BITCHE,LEMBACH,R
7239,67630001,carrefour,48.974646119999996,8.1574104,67630,RD 468,SCHEIBENHARD,R
7245,67680001,carrefour,48.362365997199,7.467648575567,67680,Lieudit Stotzenweg,EPFIG,R
7246,67690001,carrefour,48.90243,7.96984,67690,1 Rue Principale,HATTEN,R
7265,67960001,carrefour,48.539,7.649,67960,"5, Allée des Forgerons",ENTZHEIM,R
7319,68240004,carrefour,48.15051204,7.24699711,68240,63 route de Lapoutroie,KAYSERSBERG VIGNOBLE,R
7332,68313001,carrefour,47.772,7.387,68110,14 Rue de Berne,ILLZACH,R
7334,68320002,carrefour,48.096,7.44,68320,Route de Colmar,FORTSCHWIHR,R
7348,68460002,carrefour,47.759278194842004,7.2788708436523,68460,5 Rue Aristide BRIAND,Lutterbach,R
7405,69100001,carrefour,45.769,4.884,69100,"145, Rue Anatole France",VILLEURBANNE,R
7423,69132001,carrefour,45.787,4.777,69130,Avenue du Bon Pasteur,ÉCULLY,R
7424,69140005,carrefour,45.817,4.891,69140,2489 Route de Strasbourg,RILLIEUX-LA-PAPE,R
7434,69190001,carrefour,45.708,4.855,69190,2 place des 4 chemins,SAINT-FONS,R
7437,69200001,carrefour,45.717704140585994,4.8730545992255,69200,BD JOLIOT CURIE,VéNISSIEUX,R
7443,69210002,carrefour,45.748,4.931,69120,236 avenue Franklin Roosevelt,Vaulx-en-Velin,R
7448,69210008,carrefour,45.842,4.607,69210,RUE CLAUDE TERRASSE,L'Arbresle,R
7450,69220001,carrefour,46.099,4.749,69220,AVENUE DE VERDUN,BELLEVILLE,R
7461,69260007,carrefour,45.922,4.58,69620,"244, Chemin Rivière de la Cour",Le Bois-d'Oingt,R
7477,69330001,carrefour,45.765,5.012,69330,Rue de la République,MEYZIEU,R
7478,69330002,carrefour,45.796,5.048,69330,Boulevard Louis Pradel,JONAGE,R
7482,69340001,carrefour,45.735,4.775,69340,AVENUE DU CHATER,FRANCHEVILLE,R
7519,69420001,carrefour,45.457,4.757,69420,RN 86 La Maladière,CONDRIEU,R
7522,69430002,carrefour,46.154,4.619,69430,RUE FRANCIS NORGELET,BEAUJEU,R
7525,69460004,carrefour,46.061800691224995,4.5999499003082,69460,"Le Bourg, Rue du Commerce",Le Perréon,R
7529,69480005,carrefour,45.943,4.715,69480,Route de Villefranche,ANSE,R
7542,69530002,carrefour,45.668,4.754,69530,213 Rue Général de Gaulle,Brignais,R
7543,69540001,carrefour,45.688,4.825,69540,Rue du Chateau d'Yvours,Irigny,R
7544,69550001,carrefour,45.98163,4.33531,69550,Z.i. la Gaité,Amplepuis,R
7551,69590001,carrefour,45.637,4.462,69590,Avenue Emmanuel Clément,SAINT-SYMPHORIEN-SUR-COISE,R
7557,69620003,carrefour,45.927051919655995,4.55807035401,69620,LES PONTS TARRETS 118 RD 385,LEGNY,R
7564,69680002,carrefour,45.73704,4.97295,69680,44 Route de Genas,CHASSIEU,R
7566,69700001,carrefour,45.586,4.755,69700,CENTRE COMMERCIAL GIVORS 2 VALLEES,Givors,R
7578,69800010,carrefour,45.693695659999996,4.94000494,69800,13 Bd Edouard HERRIOT,SAINT-PRIEST,R
7606,70100002,carrefour,47.4380402238,5.59935915428,70100,ZA GRAY SUD CARREFOUR DES HAUTS PRES,GRAY,R
7619,70160001,carrefour,47.765,6.101,70160,Rue VOLTA,FAVERNEY,R
7633,70250004,carrefour,47.698,6.642,70250,1 RUE DU PLAIN,Ronchamp,R
7650,70500001,carrefour,47.82741,5.90571,70500, Avenue de Verdun,JUSSEY,R
7654,70600002,carrefour,47.620207856829,5.5104087469524,70600,"1, Route de Langres",CHAMPLITTE,R
7655,70700003,carrefour,47.424,5.839,70700,Route de Vesoul,BUCEY-LèS-GY,R
7668,71100002,carrefour,46.772779711953994,4.859495455433899,71100,7 Rue Thomas Dumorey,Chalon-sur-Saône,R
7669,71100003,carrefour,46.79804,4.84741,71100,144 Avenue de Paris,CHALON-SUR-SAôNE,R
7695,71170001,carrefour,46.204,4.336,71170,"1, AVENUE VAN DE WALLE",Chauffailles,R
7697,71190003,carrefour,46.866,4.19,71190,47 rue Gabriel Bouthiere,Étang-sur-Arroux,R
7699,71200011,carrefour,46.80824867,4.42894694,71200,centre commercial de l arche,Le Creusot,R
7716,71250008,carrefour,46.437,4.65,71250,Rue Maurice Lacoque,Cluny,R
7741,71370004,carrefour,46.754879682923,5.012737123754,71370,2A RUE DU BOURG,L'ABERGEMENT SAINTE COLOMBE,R
7742,71380001,carrefour,46.778419433787,4.8887394874789,71380,Rue du Curtil Canot,SAINT-MARCEL,R
7744,71380003,carrefour,46.7775404,4.8966289000000005,71380,5 rue du curtil canot,Saint-Marcel,R
7762,71470003,carrefour,46.502424842894,5.0636051453162,71470,2144 avenue de la gare,Romenay,R
7769,71490005,carrefour,46.866,4.58,71490,69 RUE SAINT NICOLAS,COUCHES,R
7772,71500002,carrefour,46.625,5.239,71500,Route de Beaufort,LOUHANS,R
7795,71680001,carrefour,46.254,4.789,71680,Centre commercial CARREFOUR des Bouchardes,CRêCHES-SUR-SAôNE,R
7797,71700001,carrefour,46.566,4.902,71700,AVENUE DE LA RESISTANCE,TOURNUS,R
7807,71850001,carrefour,46.30944,4.81183,71850, Rue de la Chapelle,CHARNAY-LèS-MâCON,R
7812,72000001,carrefour,48.017,0.219,72000,2 Rue de Bonnétable,LE MANS,R
7813,72000002,carrefour,47.992,0.225,72100,BOULEVARD WINSTON CHURCHILL,LE MANS,R
7816,72000012,carrefour,47.972,0.217,72100,309 Avenue Georges Durand,LE MANS,R
7824,72100001,carrefour,47.985161574039005,0.18594572421907,72100,168 Rue d'Arnage,LE MANS,R
7825,72100002,carrefour,47.99687,0.17957,72000,66 Avenue Olivier Heuzé,Le Mans,R
7833,72120001,carrefour,47.919,0.766,72120,ZA DU PRESSOIR,SAINT-CALAIS,R
7839,72130007,carrefour,48.317,-0.025,72130,cc rue des erables,Sougé-le-Ganelon,R
7843,72160002,carrefour,48.061,0.497,72160,Rue de Paris,CONNERRé,R
7849,72200001,carrefour,47.701,-0.094,72200,ROUTE DES MOLLANS,La Flèche,R
7856,72230002,carrefour,47.914,0.244,72230,Avenue de Bönen,MULSANNE,R
7864,72290002,carrefour,48.172,0.237,72290,Rue Saint laurent - Lieu dit la Cave,Ballon-Saint-Mars,R
7865,72300003,carrefour,47.83052,-0.31316,72300,Route de la Flèche,SABLé-SUR-SARTHE,R
7875,72320004,carrefour,48.0682809,0.7317449,72320,Route de la Ferté Bernard,VIBRAYE,R
7876,72330001,carrefour,47.83,0.077,72330,62 Rue Nationale,CéRANS-FOULLETOURTE,R
7880,72360002,carrefour,47.762,0.275,72360,33 avenue du 14 juillet,Mayet,R
7882,72400001,carrefour,48.182,0.662,72400,AVENUE PIERRE BRULE,LA FERTé-BERNARD,R
7888,72430002,carrefour,47.859877366746005,-0.10324861539621999,72430,ZA LE TERTRE,Noyen-sur-Sarthe,R
7893,72460004,carrefour,48.076,0.297,72460,Grande Rue,SAVIGNé-L'ÉVêQUE,R
7901,72540001,carrefour,47.993,-0.154,72540,"27, rue de la Libération",Loué,R
7916,73000001,carrefour,45.576,5.944,73000,21 RUE CENTRALE,BASSENS,R
7917,73000002,carrefour,45.5948253473,5.8980267262199995,73000,1097 Avenue des Landiers,CHAMBéRY,R
7925,73100001,carrefour,45.72,5.922,73100,136 Rue des Allobroges,Grésy-sur-Aix,R
7930,73110002,carrefour,45.456,6.112,73110,RUE DE LA GRANGETTE,LA ROCHETTE,R
7937,73140001,carrefour,45.218,6.472,73140,4 PLACE DE LA VANOISE,SAINT-MICHEL-DE-MAURIENNE,R
7943,73170001,carrefour,45.705,5.769,73170,RN504,Yenne,R
7945,73190001,carrefour,45.534,5.991,73190,70 ROUTE NATIONALE 6,SAINT-JEOIRE-PRIEURé,R
7947,73200001,carrefour,45.66783,6.37303,73200,89 Avenue Général de Gaulle,ALBERTVILLE,R
7948,73200002,carrefour,45.667,6.394,73200,PLAINE DE CONFLANS,ALBERTVILLE,R
7949,73200003,carrefour,45.48660814510401,6.5253310822173,73600,Avenue des Salines Royales,MOûTIERS,R
7955,73220002,carrefour,45.543,6.303,73220,Grande Rue,Aiguebelle,R
7963,73300001,carrefour,45.266,6.367,73300,Chemin de Combe-Paillarde,Saint-Jean-de-Maurienne,R
7977,73400003,carrefour,45.747107230000005,6.418380409999999,73400,14 Rue Antoine Borrel,UGINE,R
8002,73630003,carrefour,45.689,6.135,73630,Avenue Denis Therme,Le Chatelard,R
8003,73630004,carrefour,45.688834217287,6.1345421845170005,73630,85 RUE DES ECURIES,LE CHATELARD,R
8014,74000002,carrefour,45.919,6.124,74000,134 avenue de geneve,ANNECY,R
8029,74100013,carrefour,46.181897751965,6.238189142853701,74100,90 Route de Bonneville,ANNEMASSE,R
8037,74130001,carrefour,46.073,6.419,74130,61 rue des Grebes Huppés,Bonneville,R
8042,74140002,carrefour,46.310414189,6.313017855869999,74140,ROUTE DE THONON,DOUVAINE,R
8054,74200002,carrefour,46.35892,6.45909,74200,Chemin de Morcy,THONON-LES-BAINS,R
8055,74200003,carrefour,46.349,6.432,74200,RTE DE GENEVE,MARGENCEL,R
8064,74210001,carrefour,45.749,6.289,74210,Route Nationale 508,FAVERGES,R
8070,74230007,carrefour,45.886,6.329,74230,34 RUE DE LA SAULNE,Thônes,R
8075,74270001,carrefour,46.018,5.924,74270,ROUTE DU TRAM,FRANGY,R
8077,74300001,carrefour,46.069,6.569,74300,913 AVENUE GEORGES CLEMENCEAU,CLUSES,R
8086,74320001,carrefour,45.84501,6.15048,74320,75 Route des Pontets,Sévrier,R
8093,74340001,carrefour,46.08524803,6.7053419299999995,74340,1365 ROUTE DE TANINGES,SAMOENS,R
8101,74370003,carrefour,45.963,6.131,74370,Route Imperiale,SAINT-MARTIN-BELLEVUE,R
8103,74400001,carrefour,45.912,6.861,74400,Route Blanche,CHAMONIX-MONT-BLANC,R
8105,74430001,carrefour,46.235415653400004,6.65508238436,74430,LE VERNAY BRON,SAINT-JEAN-D'AULPS,R
8110,74500002,carrefour,49.7555111909,0.374491663689,76400,Rue Charles le Borgne,FéCAMP,R
8114,74500010,carrefour,46.401,6.59,74500,7 avenue des bocquies,Évian-les-Bains,R
8118,74520010,carrefour,46.108,5.969,74520,37 chemin des artisans,Valleiry,R
8124,74570004,carrefour,46.006,6.187,74570,81 ROUTE DU PLOT,GROISY,R
8135,74700001,carrefour,45.953,6.629,74700,1751 Avenue de Genève,SALLANCHES,R
8141,74800005,carrefour,46.07,6.32,74800,80 ROUTE DE LA ROCHE,AMANCY,R
8142,74890001,carrefour,46.264,6.37,74890,ROUTE DE LA SCIERIE,BONS-EN-CHABLAIS,R
8143,74910003,carrefour,45.96065,5.83663,74910,Route de Genève,Seyssel,R
8145,74930001,carrefour,46.132,6.27,74930,210 rue de BERSAT,REIGNIER,R
8148,74950001,carrefour,46.065,6.551,74950,AVENUE DES LACS,SCIONZIER,R
8150,74960001,carrefour,45.90996,6.14922,74940,rue des mouettes,ANNECY-LE-VIEUX,R
8189,75016001,carrefour,48.847,2.256,75016,1 Avenue du Général Sarrail,PARIS,R
8216,76110001,carrefour,49.64469,0.37595,76110,Route de Valmont,Goderville,R
8222,76131001,carrefour,49.472,1.094,76130,Rue de la Vatine,MONT-SAINT-AIGNAN,R
8223,76133001,carrefour,49.5618,0.22054,76133,RUE ARISTIDE BRIAND,ÉPOUVILLE,R
8224,76140001,carrefour,49.427,1.063,76140,Avenue Jean-Jaurès,LE PETIT-QUEVILLY,R
8239,76210001,carrefour,49.547,0.495,76210,route de Lillebonne,Gruchet-le-Valasse,R
8251,76230001,carrefour,49.47557,1.10624,76230,AVENUE DE L'EUROPE,BOIS-GUILLAUME,R
8252,76230002,carrefour,49.470116509600004,1.11748807822,76230,Rue de la République,BOIS-GUILLAUME,R
8255,76240002,carrefour,49.412,1.137,76240,2 ROUTE DE PARIS,Le Mesnil-Esnard,R
8257,76250001,carrefour,49.471,1.043,76250,44 Rue de la République,Déville-lès-Rouen,R
8265,76280002,carrefour,49.64033,0.22423,76280,2 place du Marché,Gonneville-la-Mallet,R
8270,76300004,carrefour,49.414,1.091,76300,AVENUE JEAN JAURES,Sotteville-lès-Rouen,R
8275,76330002,carrefour,49.48189,0.58305,76330,Rue Jérôme Cardan,Notre-Dame-de-Gravenchon,R
8281,76360001,carrefour,49.534896206291,0.96409769058218,76360,"Plateau du Mesnil-Roux, Zone la Carbonnière",BARENTIN,R
8284,76370001,carrefour,49.926,1.115,76370,52 Avenue de la Libération,Dieppe,R
8293,76400001,carrefour,49.74874,0.40324,76400,3 Route de Ganzeville,FéCAMP,R
